CPU Name,CPU Mark
Intel Core i7-8665UE @ 1.70GHz,4852
Intel Core i7-870 @ 2.93GHz,3167
Intel Core i7-8700 @ 3.20GHz,12748
Intel Core i7-8700B @ 3.20GHz,11781
Intel Core i7-8700K @ 3.70GHz,13572
Intel Core i7-8700T @ 2.40GHz,10224
Intel Core i7-8705G @ 3.10GHz,7640
Intel Core i7-8706G @ 3.10GHz,7492
Intel Core i7-8709G @ 3.10GHz,7934
Intel Core i7-870S @ 2.67GHz,2765
Intel Core i7-8750H @ 2.20GHz,9753
Intel Core i7-875K @ 2.93GHz,3186
Intel Core i7-880 @ 3.07GHz,3429
Intel Core i7-8809G @ 3.10GHz,8452
Intel Core i7-8850H @ 2.60GHz,10054
Intel Core i7-920 @ 2.67GHz,2868
Intel Core i7-920XM @ 2.00GHz,2014
Intel Core i7-930 @ 2.80GHz,3005
Intel Core i7-940 @ 2.93GHz,3050
Intel Core i7-940XM @ 2.13GHz,2269
Intel Core i7-950 @ 3.07GHz,3259
Intel Core i7-960 @ 3.20GHz,3394
Intel Core i7-965 @ 3.20GHz,3375
Intel Core i7-970 @ 3.20GHz,6559
Intel Core i7-9700 @ 3.00GHz,13194
Intel Core i7-9700E @ 2.60GHz,12561
Intel Core i7-9700F @ 3.00GHz,13163
Intel Core i7-9700K @ 3.60GHz,14401
Intel Core i7-9700KF @ 3.60GHz,14258
Intel Core i7-9700T @ 2.00GHz,10532
Intel Core i7-9700TE @ 1.80GHz,9720
Intel Core i7-975 @ 3.33GHz,3532
Intel Core i7-9750H @ 2.60GHz,10590
Intel Core i7-9750HF @ 2.60GHz,10335
Intel Core i7-980 @ 3.33GHz,6908
Intel Core i7-9800X @ 3.80GHz,18147
Intel Core i7-980X @ 3.33GHz,6826
Intel Core i7-985 @ 3.47GHz,3928
Intel Core i7-9850H @ 2.60GHz,10863
Intel Core i7-9850HE @ 2.70GHz,9972
Intel Core i7-9850HL @ 1.90GHz,7897
Intel Core i7-990X @ 3.47GHz,7143
Intel Core i7-995X @ 3.60GHz,7862
Intel Core i9-10850K @ 3.60GHz,21916
Intel Core i9-10880H @ 2.30GHz,14240
Intel Core i9-10885H @ 2.40GHz,14338
Intel Core i9-10900 @ 2.80GHz,19109
Intel Core i9-10900E @ 2.80GHz,19048
Intel Core i9-10900F @ 2.80GHz,19768
Intel Core i9-10900K @ 3.70GHz,22316
Intel Core i9-10900KF @ 3.70GHz,22204
Intel Core i9-10900T @ 1.90GHz,14735
Intel Core i9-10900TE @ 1.80GHz,14159
Intel Core i9-10900X @ 3.70GHz,22346
Intel Core i9-10910 @ 3.60GHz,21395
Intel Core i9-10920X @ 3.50GHz,25814
Intel Core i9-10940X @ 3.30GHz,27666
Intel Core i9-10980HK @ 2.40GHz,15151
Intel Core i9-10980XE @ 3.00GHz,32014
Intel Core i9-11900 @ 2.50GHz,22364
Intel Core i9-11900F @ 2.50GHz,22089
Intel Core i9-11900H @ 2.50GHz,19909
Intel Core i9-11900K @ 3.50GHz,24950
Intel Core i9-11900KB @ 3.30GHz,22730
Intel Core i9-11900KF @ 3.50GHz,24544
Intel Core i9-11900T @ 1.50GHz,18620
Intel Core i9-11950H @ 2.60GHz,20445
Intel Core i9-11980HK @ 2.60GHz,22134
Intel Core i9-12900,33677
Intel Core i9-12900E,28170
Intel Core i9-12900F,35801
Intel Core i9-12900H,26845
Intel Core i9-12900HK,25330
Intel Core i9-12900HX,33156
Intel Core i9-12900K,41157
Intel Core i9-12900KF,40732
Intel Core i9-12900KS,43450
Intel Core i9-12900T,28884
Intel Core i9-12900TE,24017
Intel Core i9-12950HX,31272
Intel Core i9-13900,44906
Intel Core i9-13900E,40303
Intel Core i9-13900F,48426
Intel Core i9-13900H,27263
Intel Core i9-13900HK,26923
Intel Core i9-13900HX,42090
Intel Core i9-13900K,58259
Intel Core i9-13900KF,57654
Intel Core i9-13900KS,60526
Intel Core i9-13900T,42384
Intel Core i9-13900TE,20602
Intel Core i9-13905H,29718
Intel Core i9-13950HX,40743
Intel Core i9-13980HX,45794
Intel Core i9-14900,45067
Intel Core i9-14900F,46685
Intel Core i9-14900HX,44327
Intel Core i9-14900K,58417
Intel Core i9-14900KF,58298
Intel Core i9-14900KS,60319
Intel Core i9-14900T,38413
Intel Core i9-14901E,30298
Intel Core i9-7900X @ 3.30GHz,20880
Intel Core i9-7920X @ 2.90GHz,23475
Intel Core i9-7940X @ 3.10GHz,25431
Intel Core i9-7960X @ 2.80GHz,27639
Intel Core i9-7980XE @ 2.60GHz,29607
Intel Core i9-8950HK @ 2.90GHz,10375
Intel Core i9-9820X @ 3.30GHz,20540
Intel Core i9-9880H @ 2.30GHz,13490
Intel Core i9-9900 @ 3.10GHz,16241
Intel Core i9-9900B @ 3.10GHz,15893
Intel Core i9-9900K @ 3.60GHz,18075
Intel Core i9-9900KF @ 3.60GHz,18022
Intel Core i9-9900KS @ 4.00GHz,19394
Intel Core i9-9900T @ 2.10GHz,13085
Intel Core i9-9900X @ 3.50GHz,21676
Intel Core i9-9920X @ 3.50GHz,24760
Intel Core i9-9940X @ 3.30GHz,28003
Intel Core i9-9960X @ 3.10GHz,29670
Intel Core i9-9980HK @ 2.40GHz,13930
Intel Core i9-9980XE @ 3.00GHz,31505
Intel Core i9-9990XE @ 4.00GHz,30162
Intel Core M-5Y10 @ 0.80GHz,1648
Intel Core M-5Y10a @ 0.80GHz,1905
Intel Core M-5Y10c @ 0.80GHz,1905
Intel Core M-5Y31 @ 0.90GHz,1891
Intel Core M-5Y51 @ 1.10GHz,2002
Intel Core M-5Y70 @ 1.10GHz,1890
Intel Core M-5Y71 @ 1.20GHz,1958
Intel Core m3-6Y30 @ 0.90GHz,2174
Intel Core m3-7Y30 @ 1.00GHz,2441
Intel Core m3-7Y32 @ 1.10GHz,2698
Intel Core m3-8100Y @ 1.10GHz,2764
Intel Core m5-6Y54 @ 1.10GHz,2272
Intel Core m5-6Y57 @ 1.10GHz,2347
Intel Core m5-7Y54 @ 1.20GHz,1475
Intel Core m7-6Y75 @ 1.20GHz,2346
Intel Core Solo T1300 @ 1.66GHz,210
Intel Core Solo T1350 @ 1.86GHz,194
Intel Core Solo T1400 @ 1.83GHz,253
Intel Core Solo U1300 @ 1.06GHz,127
Intel Core Solo U1400 @ 1.20GHz,130
Intel Core Solo U1500 @ 1.33GHz,164
Intel Core Ultra 3 105UL,10285
Intel Core Ultra 5 115U,11695
Intel Core Ultra 5 125H,20570
Intel Core Ultra 5 125U,16942
Intel Core Ultra 5 134U,13279
Intel Core Ultra 5 135H,22020
Intel Core Ultra 5 135U,16774
Intel Core Ultra 5 225,30525
Intel Core Ultra 5 225F,31169
Intel Core Ultra 5 225H,28608
Intel Core Ultra 5 225T,26295
Intel Core Ultra 5 225U,18032
Intel Core Ultra 5 226V,18109
Intel Core Ultra 5 228V,17540
Intel Core Ultra 5 230F,33137
Intel Core Ultra 5 235,40007
Intel Core Ultra 5 235H,29432
Intel Core Ultra 5 235HX,40402
Intel Core Ultra 5 235T,32293
Intel Core Ultra 5 235U,17314
Intel Core Ultra 5 236V,18330
Intel Core Ultra 5 238V,18309
Intel Core Ultra 5 245,39884
Intel Core Ultra 5 245HX,40333
Intel Core Ultra 5 245K,43235
Intel Core Ultra 5 245KF,43258
Intel Core Ultra 5 245T,30947
Intel Core Ultra 5 250K Plus,52020
Intel Core Ultra 5 325,21794
Intel Core Ultra 5 332,15337
Intel Core Ultra 5 335,20798
Intel Core Ultra 5 336H,25660
Intel Core Ultra 5 338H,30294
Intel Core Ultra 7 155H,24622
Intel Core Ultra 7 155U,16150
Intel Core Ultra 7 164U,12469
Intel Core Ultra 7 165H,25921
Intel Core Ultra 7 165U,16815
Intel Core Ultra 7 255H,30696
Intel Core Ultra 7 255HX,49117
Intel Core Ultra 7 255U,17872
Intel Core Ultra 7 256V,19550
Intel Core Ultra 7 258V,18958
Intel Core Ultra 7 265,49839
Intel Core Ultra 7 265F,49540
Intel Core Ultra 7 265H,34500
Intel Core Ultra 7 265HX,48944
Intel Core Ultra 7 265K,58708
Intel Core Ultra 7 265KF,58548
Intel Core Ultra 7 265T,38626
Intel Core Ultra 7 265U,17894
Intel Core Ultra 7 266V,19211
Intel Core Ultra 7 268V,19561
Intel Core Ultra 7 270K Plus,65853
Intel Core Ultra 7 355,19145
Intel Core Ultra 7 356H,31663
Intel Core Ultra 7 365,21736
Intel Core Ultra 7 366H,35009
Intel Core Ultra 9 185H,29255
Intel Core Ultra 9 275HX,55999
Intel Core Ultra 9 285,57360
Intel Core Ultra 9 285H,34455
Intel Core Ultra 9 285HX,57483
Intel Core Ultra 9 285K,67372
Intel Core Ultra 9 285T,39536
Intel Core Ultra 9 288V,20072
Intel Core Ultra 9 290HX Plus,66082
Intel Core Ultra 9 290K Plus,67481
Intel Core Ultra 9 386H,34475
Intel Core Ultra X7 358H,34386
Intel Core Ultra X7 368H,34141
Intel Core Ultra X9 388H,39930
Intel Core2 6320 @ 1.86GHz,849
Intel Core2 Duo E4300 @ 1.80GHz,588
Intel Core2 Duo E4400 @ 2.00GHz,738
Intel Core2 Duo E4500 @ 2.20GHz,748
Intel Core2 Duo E4600 @ 2.40GHz,881
Intel Core2 Duo E4700 @ 2.60GHz,1015
Intel Core2 Duo E6300 @ 1.86GHz,648
Intel Core2 Duo E6320 @ 1.86GHz,716
Intel Core2 Duo E6400 @ 2.13GHz,774
Intel Core2 Duo E6420 @ 2.13GHz,784
Intel Core2 Duo E6540 @ 2.33GHz,808
Intel Core2 Duo E6550 @ 2.33GHz,904
Intel Core2 Duo E6600 @ 2.40GHz,938
Intel Core2 Duo E6700 @ 2.66GHz,975
Intel Core2 Duo E6750 @ 2.66GHz,1027
Intel Core2 Duo E6850 @ 3.00GHz,1158
Intel Core2 Duo E7200 @ 2.53GHz,1002
Intel Core2 Duo E7300 @ 2.66GHz,993
Intel Core2 Duo E7400 @ 2.80GHz,1050
Intel Core2 Duo E7500 @ 2.93GHz,1158
Intel Core2 Duo E7600 @ 3.06GHz,1144
Intel Core2 Duo E8135 @ 2.40GHz,998
Intel Core2 Duo E8135 @ 2.66GHz,946
Intel Core2 Duo E8200 @ 2.66GHz,1138
Intel Core2 Duo E8235 @ 2.80GHz,1020
Intel Core2 Duo E8290 @ 2.83GHz,1408
Intel Core2 Duo E8300 @ 2.83GHz,1057
Intel Core2 Duo E8335 @ 2.66GHz,1082
Intel Core2 Duo E8335 @ 2.93GHz,1079
Intel Core2 Duo E8400 @ 3.00GHz,1220
Intel Core2 Duo E8435 @ 3.06GHz,1104
Intel Core2 Duo E8500 @ 3.16GHz,1302
Intel Core2 Duo E8600 @ 3.33GHz,1378
Intel Core2 Duo E8700 @ 3.50GHz,1302
Intel Core2 Duo L7100 @ 1.20GHz,467
Intel Core2 Duo L7200 @ 1.33GHz,380
Intel Core2 Duo L7300 @ 1.40GHz,536
Intel Core2 Duo L7400 @ 1.50GHz,516
Intel Core2 Duo L7500 @ 1.60GHz,666
Intel Core2 Duo L7700 @ 1.80GHz,677
Intel Core2 Duo L7800 @ 2.00GHz,680
Intel Core2 Duo L9300 @ 1.60GHz,690
Intel Core2 Duo L9600 @ 2.13GHz,788
Intel Core2 Duo P7350 @ 2.00GHz,732
Intel Core2 Duo P7370 @ 2.00GHz,790
Intel Core2 Duo P7450 @ 2.13GHz,807
Intel Core2 Duo P7500 @ 1.60GHz,576
Intel Core2 Duo P7550 @ 2.26GHz,798
Intel Core2 Duo P7570 @ 2.26GHz,888
Intel Core2 Duo P7700 @ 1.80GHz,622
Intel Core2 Duo P8400 @ 2.26GHz,867
Intel Core2 Duo P8600 @ 2.40GHz,860
Intel Core2 Duo P8700 @ 2.53GHz,969
Intel Core2 Duo P8800 @ 2.66GHz,944
Intel Core2 Duo P9300 @ 2.26GHz,983
Intel Core2 Duo P9500 @ 2.53GHz,1007
Intel Core2 Duo P9600 @ 2.53GHz,1040
Intel Core2 Duo P9600 @ 2.66GHz,1103
Intel Core2 Duo P9700 @ 2.80GHz,1181
Intel Core2 Duo Q6867 @ 3.00GHz,359
Intel Core2 Duo SL9400 @ 1.86GHz,720
Intel Core2 Duo SP9400 @ 2.40GHz,887
Intel Core2 Duo SU9400 @ 1.40GHz,536
Intel Core2 Duo T5200 @ 1.60GHz,470
Intel Core2 Duo T5250 @ 1.50GHz,557
Intel Core2 Duo T5270 @ 1.40GHz,449
Intel Core2 Duo T5300 @ 1.73GHz,530
Intel Core2 Duo T5450 @ 1.66GHz,584
Intel Core2 Duo T5470 @ 1.60GHz,606
Intel Core2 Duo T5500 @ 1.66GHz,576
Intel Core2 Duo T5550 @ 1.83GHz,625
Intel Core2 Duo T5600 @ 1.83GHz,677
Intel Core2 Duo T5670 @ 1.80GHz,633
Intel Core2 Duo T5750 @ 2.00GHz,708
Intel Core2 Duo T5800 @ 2.00GHz,642
Intel Core2 Duo T5850 @ 2.16GHz,721
Intel Core2 Duo T5870 @ 2.00GHz,706
Intel Core2 Duo T5900 @ 2.20GHz,677
Intel Core2 Duo T6400 @ 2.00GHz,742
Intel Core2 Duo T6500 @ 2.10GHz,762
Intel Core2 Duo T6570 @ 2.10GHz,774
Intel Core2 Duo T6600 @ 2.20GHz,806
Intel Core2 Duo T6670 @ 2.20GHz,841
Intel Core2 Duo T7100 @ 1.80GHz,598
Intel Core2 Duo T7200 @ 2.00GHz,742
Intel Core2 Duo T7250 @ 2.00GHz,701
Intel Core2 Duo T7300 @ 2.00GHz,705
Intel Core2 Duo T7400 @ 2.16GHz,755
Intel Core2 Duo T7500 @ 2.20GHz,829
Intel Core2 Duo T7600 @ 2.33GHz,800
Intel Core2 Duo T7700 @ 2.40GHz,944
Intel Core2 Duo T7800 @ 2.60GHz,909
Intel Core2 Duo T8100 @ 2.10GHz,789
Intel Core2 Duo T8300 @ 2.40GHz,899
Intel Core2 Duo T9300 @ 2.50GHz,981
Intel Core2 Duo T9400 @ 2.53GHz,1008
Intel Core2 Duo T9500 @ 2.60GHz,1026
Intel Core2 Duo T9550 @ 2.66GHz,989
Intel Core2 Duo T9600 @ 2.80GHz,1094
Intel Core2 Duo T9800 @ 2.93GHz,1189
Intel Core2 Duo T9900 @ 3.06GHz,1205
Intel Core2 Duo U7300 @ 1.30GHz,536
Intel Core2 Duo U7500 @ 1.06GHz,408
Intel Core2 Duo U7600 @ 1.20GHz,347
Intel Core2 Duo U7700 @ 1.33GHz,420
Intel Core2 Duo U9300 @ 1.20GHz,447
Intel Core2 Duo U9600 @ 1.60GHz,595
Intel Core2 Duo X7360 @ 2.53GHz,1010
Intel Core2 Extreme Q6800 @ 2.93GHz,2292
Intel Core2 Extreme Q6850 @ 3.00GHz,2250
Intel Core2 Extreme Q9200 @ 2.40GHz,2011
Intel Core2 Extreme Q9300 @ 2.53GHz,1940
Intel Core2 Extreme X6800 @ 2.93GHz,1118
Intel Core2 Extreme X7800 @ 2.60GHz,1138
Intel Core2 Extreme X7850 @ 2.80GHz,899
Intel Core2 Extreme X7900 @ 2.80GHz,1121
Intel Core2 Extreme X9000 @ 2.80GHz,1108
Intel Core2 Extreme X9100 @ 3.06GHz,1193
Intel Core2 Extreme X9650 @ 3.00GHz,2434
Intel Core2 Extreme X9750 @ 3.16GHz,2668
Intel Core2 Extreme X9770 @ 3.20GHz,2701
Intel Core2 Extreme X9775 @ 3.20GHz,2780
Intel Core2 Quad Q6600 @ 2.40GHz,1843
Intel Core2 Quad Q6700 @ 2.66GHz,2093
Intel Core2 Quad Q8200 @ 2.33GHz,1815
Intel Core2 Quad Q8300 @ 2.50GHz,1916
Intel Core2 Quad Q8400 @ 2.66GHz,2083
Intel Core2 Quad Q9000 @ 2.00GHz,1597
Intel Core2 Quad Q9100 @ 2.26GHz,1806
Intel Core2 Quad Q9300 @ 2.50GHz,2013
Intel Core2 Quad Q9400 @ 2.66GHz,2159
Intel Core2 Quad Q9450 @ 2.66GHz,2203
Intel Core2 Quad Q9500 @ 2.83GHz,2247
Intel Core2 Quad Q9505 @ 2.83GHz,2164
Intel Core2 Quad Q9550 @ 2.83GHz,2373
Intel Core2 Quad Q9650 @ 3.00GHz,2518
Intel Core2 Quad Q9705 @ 3.16GHz,2324
Intel Core2 Solo U2100 @ 1.06GHz,233
Intel Core2 Solo U2200 @ 1.20GHz,203
Intel Core2 Solo U3300 @ 1.20GHz,245
Intel Core2 Solo U3500 @ 1.40GHz,272
Intel CoreT i5-1350P,19429
Intel CoreTM Ultra 5 115U,12771
Intel E3000 @ 3.40GHz,1629
Intel N100,5345
Intel N150,5390
Intel N200,4618
Intel N250,4899
Intel N50,2609
Intel N95,5297
Intel N97,5850
Intel Pentium 1403 @ 2.60GHz,1851
Intel Pentium 1403 v2 @ 2.60GHz,2284
Intel Pentium 2020M @ 2.40GHz,1414
Intel Pentium 2030M @ 2.50GHz,1436
Intel Pentium 2117U @ 1.80GHz,1014
Intel Pentium 2127U @ 1.90GHz,1081
Intel Pentium 2129Y @ 1.10GHz,587
Intel Pentium 3550M @ 2.30GHz,1339
Intel Pentium 3556U @ 1.70GHz,1061
Intel Pentium 3558U @ 1.70GHz,1045
Intel Pentium 3560M @ 2.40GHz,1365
Intel Pentium 3560Y @ 1.20GHz,887
Intel Pentium 3805U @ 1.90GHz,1197
Intel Pentium 3825U @ 1.90GHz,1400
Intel Pentium 4 1.40GHz,107
Intel Pentium 4 1.50GHz,86
Intel Pentium 4 1.60GHz,84
Intel Pentium 4 1.70GHz,86
Intel Pentium 4 1.80GHz,115
Intel Pentium 4 1.90GHz,104
Intel Pentium 4 1300MHz,77
Intel Pentium 4 1400MHz,83
Intel Pentium 4 1500MHz,81
Intel Pentium 4 1600MHz,125
Intel Pentium 4 1700MHz,100
Intel Pentium 4 1800MHz,114
Intel Pentium 4 2.00GHz,133
Intel Pentium 4 2.20GHz,157
Intel Pentium 4 2.26GHz,151
Intel Pentium 4 2.40GHz,131
Intel Pentium 4 2.50GHz,160
Intel Pentium 4 2.53GHz,162
Intel Pentium 4 2.60GHz,223
Intel Pentium 4 2.66GHz,157
Intel Pentium 4 2.80GHz,240
Intel Pentium 4 2.93GHz,150
Intel Pentium 4 3.00GHz,317
Intel Pentium 4 3.06GHz,264
Intel Pentium 4 3.20GHz,332
Intel Pentium 4 3.40GHz,300
Intel Pentium 4 3.46GHz,295
Intel Pentium 4 3.60GHz,315
Intel Pentium 4 3.73GHz,385
Intel Pentium 4 3.80GHz,384
Intel Pentium 4 3.83GHz,154
Intel Pentium 4 4.00GHz,145
Intel Pentium 4 Mobile 1.40GHz,97
Intel Pentium 4 Mobile 1.50GHz,129
Intel Pentium 4 Mobile 1.60GHz,116
Intel Pentium 4 Mobile 1.70GHz,136
Intel Pentium 4 Mobile 1.80GHz,114
Intel Pentium 4 Mobile 1.90GHz,136
Intel Pentium 4 Mobile 2.00GHz,132
Intel Pentium 4405U @ 2.10GHz,2124
Intel Pentium 4405Y @ 1.50GHz,1462
Intel Pentium 4410Y @ 1.50GHz,1441
Intel Pentium 4415U @ 2.30GHz,2252
Intel Pentium 4415Y @ 1.60GHz,1582
Intel Pentium 4417U @ 2.30GHz,2253
Intel Pentium 4425Y @ 1.70GHz,1700
Intel Pentium 5 2.66GHz,459
Intel Pentium 5405U @ 2.30GHz,2234
Intel Pentium 6405U @ 2.40GHz,2355
Intel Pentium 6805 @ 1.10GHz,4424
Intel Pentium 957 @ 1.20GHz,622
Intel Pentium 967 @ 1.30GHz,643
Intel Pentium 977 @ 1.40GHz,652
Intel Pentium 987 @ 1.50GHz,697
Intel Pentium 997 @ 1.60GHz,833
Intel Pentium A1018 @ 2.10GHz,1171
Intel Pentium A1020 @ 2.41GHz,1167
Intel Pentium B940 @ 2.00GHz,895
Intel Pentium B950 @ 2.10GHz,1022
Intel Pentium B960 @ 2.20GHz,1026
Intel Pentium B970 @ 2.30GHz,1099
Intel Pentium B980 @ 2.40GHz,1096
Intel Pentium D 3.40GHz,782
Intel Pentium D 805 @ 2.66GHz,374
Intel Pentium D 830 @ 3.00GHz,579
Intel Pentium D 915 @ 2.80GHz,468
Intel Pentium D 940 @ 3.20GHz,585
Intel Pentium D 950 @ 3.40GHz,704
Intel Pentium D 960 @ 3.60GHz,822
Intel Pentium D1508 @ 2.20GHz,3240
Intel Pentium Dual T2390 @ 1.86GHz,745
Intel Pentium E2140 @ 1.60GHz,533
Intel Pentium E2160 @ 1.80GHz,663
Intel Pentium E2180 @ 2.00GHz,693
Intel Pentium E2200 @ 2.20GHz,739
Intel Pentium E2210 @ 2.20GHz,702
Intel Pentium E2220 @ 2.40GHz,857
Intel Pentium E5200 @ 2.50GHz,941
Intel Pentium E5300 @ 2.60GHz,936
Intel Pentium E5400 @ 2.70GHz,1009
Intel Pentium E5500 @ 2.80GHz,1070
Intel Pentium E5700 @ 3.00GHz,1100
Intel Pentium E5800 @ 3.20GHz,1193
Intel Pentium E6300 @ 2.80GHz,1032
Intel Pentium E6500 @ 2.93GHz,1139
Intel Pentium E6600 @ 3.06GHz,1206
Intel Pentium E6700 @ 3.20GHz,1190
Intel Pentium E6800 @ 3.33GHz,1155
Intel Pentium Extreme Edition 955 @ 3.46GHz,469
Intel Pentium Extreme Edition 965 @ 3.73GHz,987
Intel Pentium G2010 @ 2.80GHz,1629
Intel Pentium G2020 @ 2.90GHz,1704
Intel Pentium G2020T @ 2.50GHz,1437
Intel Pentium G2030 @ 3.00GHz,1769
Intel Pentium G2030T @ 2.60GHz,1597
Intel Pentium G2100T @ 2.60GHz,1691
Intel Pentium G2120 @ 3.10GHz,1873
Intel Pentium G2120T @ 2.70GHz,1613
Intel Pentium G2130 @ 3.20GHz,1918
Intel Pentium G2140 @ 3.30GHz,2095
Intel Pentium G3220 @ 3.00GHz,1887
Intel Pentium G3220T @ 2.60GHz,1652
Intel Pentium G3240 @ 3.10GHz,1938
Intel Pentium G3240T @ 2.70GHz,1693
Intel Pentium G3250 @ 3.20GHz,2008
Intel Pentium G3250T @ 2.80GHz,1818
Intel Pentium G3258 @ 3.20GHz,2063
Intel Pentium G3260 @ 3.30GHz,2099
Intel Pentium G3260T @ 2.90GHz,1876
Intel Pentium G3320TE @ 2.30GHz,1570
Intel Pentium G3420 @ 3.20GHz,2023
Intel Pentium G3420T @ 2.70GHz,1912
Intel Pentium G3430 @ 3.30GHz,2127
Intel Pentium G3440 @ 3.30GHz,2202
Intel Pentium G3440T @ 2.80GHz,2107
Intel Pentium G3450 @ 3.40GHz,2191
Intel Pentium G3450T @ 2.90GHz,1904
Intel Pentium G3460 @ 3.50GHz,2114
Intel Pentium G3460T @ 3.00GHz,2036
Intel Pentium G3470 @ 3.60GHz,2448
Intel Pentium G4400 @ 3.30GHz,2563
Intel Pentium G4400T @ 2.90GHz,2328
Intel Pentium G4400TE @ 2.40GHz,2190
Intel Pentium G4500 @ 3.50GHz,2808
Intel Pentium G4500T @ 3.00GHz,2399
Intel Pentium G4520 @ 3.60GHz,2670
Intel Pentium G4560 @ 3.50GHz,3533
Intel Pentium G4560T @ 2.90GHz,2994
Intel Pentium G4600 @ 3.60GHz,3631
Intel Pentium G4600T @ 3.00GHz,3062
Intel Pentium G4620 @ 3.70GHz,3778
Intel Pentium G620 @ 2.60GHz,1240
Intel Pentium G620T @ 2.20GHz,896
Intel Pentium G630 @ 2.70GHz,1355
Intel Pentium G630T @ 2.30GHz,1075
Intel Pentium G640 @ 2.80GHz,1359
Intel Pentium G640T @ 2.40GHz,1139
Intel Pentium G645 @ 2.90GHz,1465
Intel Pentium G645T @ 2.50GHz,1238
Intel Pentium G6950 @ 2.80GHz,1252
Intel Pentium G6951 @ 2.80GHz,1383
Intel Pentium G6952 @ 2.80GHz,995
Intel Pentium G6960 @ 2.93GHz,1433
Intel Pentium G840 @ 2.80GHz,1375
Intel Pentium G850 @ 2.90GHz,1494
Intel Pentium G860 @ 3.00GHz,1488
Intel Pentium G870 @ 3.10GHz,1434
Intel Pentium GOLD 6500Y @ 1.10GHz,2936
Intel Pentium Gold 7505 @ 2.00GHz,5172
Intel Pentium Gold 8500,5949
Intel Pentium Gold 8505,9052
Intel Pentium Gold G5400 @ 3.70GHz,3734
Intel Pentium Gold G5400T @ 3.10GHz,3156
Intel Pentium Gold G5420 @ 3.80GHz,3721
Intel Pentium Gold G5420T @ 3.20GHz,3370
Intel Pentium Gold G5500 @ 3.80GHz,3854
Intel Pentium Gold G5500T @ 3.20GHz,3256
Intel Pentium Gold G5600 @ 3.90GHz,3856
Intel Pentium Gold G5600F @ 3.90GHz,4060
Intel Pentium Gold G5600T @ 3.30GHz,3496
Intel Pentium Gold G5620 @ 4.00GHz,4251
Intel Pentium Gold G6400 @ 4.00GHz,4097
Intel Pentium Gold G6400E @ 3.80GHz,3908
Intel Pentium Gold G6400T @ 3.40GHz,3552
Intel Pentium Gold G6405 @ 4.10GHz,3836
Intel Pentium Gold G6405T @ 3.50GHz,3128
Intel Pentium Gold G6500 @ 4.10GHz,4185
Intel Pentium Gold G6500T @ 3.50GHz,3764
Intel Pentium Gold G6505 @ 4.20GHz,4371
Intel Pentium Gold G6505T @ 3.60GHz,3698
Intel Pentium Gold G6600 @ 4.20GHz,4223
Intel Pentium Gold G6605 @ 4.30GHz,4488
Intel Pentium Gold G7400,6709
Intel Pentium Gold G7400E,6200
Intel Pentium Gold G7400T,5274
Intel Pentium Gold G7400TE,5715
Intel Pentium III 1133 @ 1133MHz,185
Intel Pentium III 1200 @ 1200MHz,181
Intel Pentium III 1266S @ 1266MHz,201
Intel Pentium III 1400 @ 1400MHz,193
Intel Pentium III 1400S @ 1400MHz,194
Intel Pentium III 933S @ 933MHz,155
Intel Pentium III Mobile 1000MHz,160
Intel Pentium III Mobile 1066MHz,160
Intel Pentium III Mobile 1133MHz,164
Intel Pentium III Mobile 1200MHz,156
Intel Pentium III Mobile 750MHz,67
Intel Pentium III Mobile 800MHz,119
Intel Pentium III Mobile 866MHz,99
Intel Pentium III Mobile 933MHz,142
Intel Pentium J2850 @ 2.41GHz,1016
Intel Pentium J2900 @ 2.41GHz,1255
Intel Pentium J3710 @ 1.60GHz,1424
Intel Pentium J4205 @ 1.50GHz,2311
Intel Pentium J6426 @ 2.00GHz,4036
Intel Pentium M 1.10GHz,184
Intel Pentium M 1.20GHz,199
Intel Pentium M 1.30GHz,196
Intel Pentium M 1.40GHz,225
Intel Pentium M 1.50GHz,240
Intel Pentium M 1.60GHz,194
Intel Pentium M 1.70GHz,239
Intel Pentium M 1.73GHz,205
Intel Pentium M 1.80GHz,280
Intel Pentium M 1.86GHz,222
Intel Pentium M 1000MHz,156
Intel Pentium M 1100MHz,168
Intel Pentium M 1200MHz,155
Intel Pentium M 1300MHz,197
Intel Pentium M 1400MHz,208
Intel Pentium M 1500MHz,188
Intel Pentium M 1600MHz,193
Intel Pentium M 1700MHz,237
Intel Pentium M 2.00GHz,270
Intel Pentium M 2.10GHz,292
Intel Pentium M 2.13GHz,234
Intel Pentium M 2.26GHz,227
Intel Pentium M 756 @ 1.66GHz,260
Intel Pentium M 900MHz,141
Intel Pentium N3510 @ 1.99GHz,942
Intel Pentium N3520 @ 2.16GHz,1144
Intel Pentium N3530 @ 2.16GHz,1149
Intel Pentium N3540 @ 2.16GHz,1202
Intel Pentium N3700 @ 1.60GHz,1250
Intel Pentium N3710 @ 1.60GHz,1383
Intel Pentium N4200 @ 1.10GHz,2158
Intel Pentium N6415 @ 1.20GHz,2869
Intel Pentium P6000 @ 1.87GHz,835
Intel Pentium P6100 @ 2.00GHz,881
Intel Pentium P6200 @ 2.13GHz,937
Intel Pentium P6300 @ 2.27GHz,967
Intel Pentium Silver A1030 @ 2.00GHz,1380
Intel Pentium Silver J5005 @ 1.50GHz,3122
Intel Pentium Silver J5040 @ 2.00GHz,3251
